	Hotel	Location	Code	Cost	Score	Rating	Walk.Grade	No. Restaurants	No. Attractions
10800	SmokeTree Resort & Bungalows	Scottsdale 	AZ	NA	4.0	Very good	63	12	2
10801	Sonoran Suites of Scottsdale	Scottsdale 	AZ	NA	4.0	Very good	55	51	6
10802	El Dorado Scottsdale	Scottsdale 	AZ	NA	4.0	Very good	86	143	80
10803	Great Wolf Lodge	Scottsdale 	AZ	NA	3.5	Very good	NA	NA	NA
10804	Stay Alfred at The District	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10805	Phoenician Residences, Luxury Collection	Scottsdale 	AZ	NA	5.0	Excellent	NA	NA	NA
10806	Eagle View RV Resort	Scottsdale 	AZ	NA	3.5	Very good	NA	NA	NA
10807	Kierland Green Villas	Scottsdale 	AZ	NA	5.0	Excellent	61	50	8
10808	Troon North Golf Casitas	Scottsdale 	AZ	NA	5.0	Excellent	49	34	7
10809	North Ranch N6010	Scottsdale 	AZ	NA	5.0	Excellent	NA	NA	NA
10810	Village Grove Bed and Breakfast	Scottsdale 	AZ	NA	5.0	Excellent	40	20	4
10811	Discover Resorts at Troon	Scottsdale 	AZ	NA	5.0	Excellent	NA	NA	NA
10812	La Paz in Desert Springs B&B	Scottsdale 	AZ	NA	5.0	Excellent	NA	NA	NA
10813	Abode Apartment Hotel	Scottsdale 	AZ	NA	4.5	Excellent	84	136	80
10814	Hawthorn Suites - Scottsdale	Scottsdale 	AZ	NA	4.0	Very good	56	108	25
10815	The Stay in Old Town	Scottsdale 	AZ	NA	3.5	Very good	91	47	13
10816	Tru by Hilton Scottsdale Salt River	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10817	Home2 Suites By Hilton Scottsdale Salt River	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10818	The Ritz-Carlton Paradise Valley	Scottsdale 	AZ	NA	2.5	Average	NA	NA	NA
10819	Rio Rancho Verde	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10820	Specialty Lodging Lux Condos	Scottsdale 	AZ	NA	NA	NA	96	60	10
10821	Meridian CondoResorts	Scottsdale 	AZ	NA	4.5	Excellent	71	43	6
10822	Orange Tree Resort	Scottsdale 	AZ	NA	4.0	Very good	NA	NA	NA
10823	Hampton Inn & Suites Phoenix/Scottsdale on Shea Boulevard	Scottsdale 	AZ	$234	4.5	Excellent	56	18	4
10824	Scottsdale Park Suites	Scottsdale 	AZ	NA	4.5	Excellent	53	43	4
10825	WorldMark Scottsdale	Scottsdale 	AZ	NA	3.5	Very good	40	17	0
10826	Winery Suites of Scottsdale	Scottsdale 	AZ	NA	4.5	Excellent	93	46	37
10827	Discover Resorts at TPC	Scottsdale 	AZ	NA	5.0	Excellent	NA	NA	NA
10828	Stay Alfred Old Town	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10829	Staybridge Suites Scottsdale - Talking Stick	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10830	Hacienda Celestial	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10831	B2/B2 Camelback	Scottsdale 	AZ	NA	NA	NA	NA	NA	NA
10832	Fife & Drum Inn	Williamsburg 	VA	$224	5.0	Excellent	94	24	34
10833	Kingsmill Resort	Williamsburg 	VA	$179	4.5	Excellent	NA	NA	NA
10834	Hampton Inn & Suites Williamsburg Historic District	Williamsburg 	VA	$76	4.5	Excellent	54	293	109
10835	Woodlands Hotel & Suites - Colonial Williamsburg	NA	VA	$119	4.5	Excellent	62	27	23
10836	Comfort Inn Williamsburg Gateway	Williamsburg 	VA	$75	4.5	Excellent	69	44	13
10837	Marriott's Manor Club at Ford's Colony	NA	VA	$119	4.5	Excellent	NA	NA	NA
10838	The Williamsburg Manor Bed and Breakfast	Williamsburg 	VA	$149	4.5	Excellent	86	54	43
10839	Comfort Suites Bypass	Williamsburg 	VA	$72	4.5	Excellent	72	54	15
10840	Country Inn & Suites by Radisson, Williamsburg Historic Area, VA	Williamsburg 	VA	$59	4.0	Very good	69	46	13
10841	Hampton Inn & Suites Williamsburg-Richmond Rd.	Williamsburg 	VA	$80	4.5	Excellent	74	19	8
10842	Holiday Inn Express Williamsburg North	Williamsburg 	VA	$77	4.5	Excellent	52	22	5
10843	The Colonies at Williamsburg	Williamsburg 	VA	$170	4.5	Excellent	45	30	9
10844	Hampton Inn & Suites By Hilton Williamsburg-Central	Williamsburg 	VA	$85	4.5	Excellent	62	31	12
10845	Holiday Inn Hotel & Suites, Williamsburg-Historic Gateway	Williamsburg 	VA	$85	4.5	Excellent	66	40	11
10846	Holiday Inn Express Williamsburg Busch Gardens Area	Williamsburg 	VA	$81	4.5	Excellent	44	20	4
10847	Wedmore Place	Williamsburg 	VA	$160	4.5	Excellent	NA	NA	NA
10848	Williamsburg Inn	Williamsburg 	VA	$449	4.5	Excellent	80	11	4
10849	Courtyard by Marriott Williamsburg Busch Gardens Area	Williamsburg 	VA	$80	4.0	Very good	41	20	4
10850	Homewood Suites Williamsburg	Williamsburg 	VA	$95	4.0	Very good	63	32	11
10851	Colonial Houses-Colonial Williamsburg	Williamsburg 	VA	$179	4.5	Excellent	80	11	8
10852	Cedars of Williamsburg Bed and Breakfast	NA	VA	$175	5.0	Excellent	58	30	31
10853	Williamsburg Lodge, Autograph Collection	Williamsburg 	VA	$259	4.5	Excellent	81	36	44
10854	Griffin Hotel - Colonial Williamsburg	Williamsburg 	VA	$179	4.5	Excellent	80	11	7
10855	A Williamsburg White House	Williamsburg 	VA	$175	5.0	Excellent	48	17	12
10856	Hilton Garden Inn Williamsburg	Williamsburg 	VA	$87	4.0	Very good	78	21	6
10857	Holiday Inn Club Vacations Williamsburg Resort	Williamsburg 	VA	$144	4.0	Very good	40	14	4
10858	Colonial Gardens Bed & Breakfast	Williamsburg 	VA	$155	5.0	Excellent	NA	NA	NA
10859	Williamsburg Sampler Bed and Breakfast	Williamsburg 	VA	$164	5.0	Excellent	NA	NA	NA
10860	The Historic Powhatan Resort	Williamsburg 	VA	$58	3.5	Very good	NA	NA	NA
10861	Anvil Campground	Williamsburg 	VA	$90	4.5	Excellent	60	27	13
10862	Greensprings Vacation Resort	Williamsburg 	VA	$78	4.0	Very good	NA	NA	NA
10863	Quality Inn & Suites	Williamsburg 	VA	$47	3.5	Very good	58	29	11
10864	Wyndham Garden Williamsburg Busch Gardens Area	Williamsburg 	VA	$69	3.0	Average	41	158	75
10865	Country Inn & Suites by Radisson, Williamsburg East (Busch Gardens), VA	NA	VA	$64	3.5	Very good	42	12	4
10866	Best Western Historic Area Inn	Williamsburg 	VA	$59	4.0	Very good	68	59	12
10867	Residence Inn Williamsburg	Williamsburg 	VA	$87	4.0	Very good	77	22	6
10868	Fairfield Inn & Suites by Marriott Williamsburg	Williamsburg 	VA	$67	4.0	Very good	76	23	6
10869	Embassy Suites by Hilton Williamsburg	Williamsburg 	VA	$111	4.0	Very good	75	26	6
10870	Days Inn by Wyndham Williamsburg Historic Area	Williamsburg 	VA	$46	3.0	Average	63	37	14
10871	Magnolia Manor	Williamsburg 	VA	$110	4.5	Excellent	78	54	35
10872	MainStay Suites	Williamsburg 	VA	$62	3.5	Very good	63	20	6
10873	Fort Magruder Hotel Trademark Collection by Wyndham	Williamsburg 	VA	$57	3.0	Average	59	18	6
10874	SpringHill Suites Williamsburg	Williamsburg 	VA	$71	3.5	Very good	78	22	6
10875	Travelodge by Wyndham Williamsburg Colonial Area	NA	VA	$42	3.0	Average	59	16	3
10876	Bluegreen Vacations Patrick Henry Sqr, Ascend Resort Collection	Williamsburg 	VA	$129	4.5	Excellent	65	33	7
10877	Rodeway Inn Historic	Williamsburg 	VA	$60	3.5	Very good	68	30	10
10878	Colonial Capital Bed and Breakfast	Williamsburg 	VA	$180	4.5	Excellent	89	50	46
10879	The Serendipity Inn	Williamsburg 	VA	NA	5.0	Excellent	NA	NA	NA
10880	American Heritage RV Campground	Williamsburg 	VA	$99	4.0	Very good	NA	NA	NA
10881	Clarion Hotel	Williamsburg 	VA	$53	3.5	Very good	61	28	13
10882	Holiday Inn Express & Suites Williamsburg	NA	VA	$73	4.0	Very good	80	65	19
10883	Super 8 by Wyndham Williamsburg/Historic Area	Williamsburg 	VA	$42	3.0	Average	71	25	5
10884	King's Creek Plantation	Williamsburg 	VA	NA	4.0	Very good	NA	NA	NA
10885	Econo Lodge Colonial	Williamsburg 	VA	NA	3.5	Very good	68	27	6
10886	Williamsburg RV & Camping Resort	Williamsburg 	VA	NA	3.5	Very good	NA	NA	NA
10887	Patrick Henry Inn	Williamsburg 	VA	NA	3.5	Very good	65	31	7
10888	Liberty Rose	Williamsburg 	VA	NA	5.0	Excellent	NA	NA	NA
10889	Red Roof Inn Williamsburg Virginia	Williamsburg 	VA	$50	3.5	Very good	61	19	3
